z_index,z_obs,tage_gyr,mag_u,mag_b,mag_v,mag_sdss_g,mag_sdss_r
12,0.121213,7.072867,47.727589,46.482636,45.293904,45.980836,44.978288
12,0.121213,7.164722,47.745368,46.498675,45.307933,45.995980,44.991759
12,0.121213,7.256578,47.763142,46.514764,45.322092,46.011205,45.005381
12,0.121213,7.348433,47.780984,46.530888,45.336256,46.026451,45.019001
12,0.121213,7.440289,47.798896,46.547050,45.350429,46.041721,45.032622
12,0.121213,7.532144,47.816883,46.563254,45.364611,46.057018,45.046246
12,0.121213,7.623999,47.834950,46.579502,45.378806,46.072344,45.059874
12,0.121213,7.715855,47.853101,46.595798,45.393015,46.087701,45.073510
12,0.121213,7.807710,47.871340,46.612146,45.407242,46.103094,45.087154
12,0.121213,7.899566,47.889671,46.628547,45.421487,46.118523,45.100809
12,0.121213,7.991421,47.906609,46.643243,45.433774,46.132139,45.112436
12,0.121213,8.083276,47.922252,46.656359,45.444254,46.144077,45.122194
12,0.121213,8.175132,47.937942,46.669483,45.454716,46.156010,45.131928
12,0.121213,8.266987,47.953684,46.682620,45.465161,46.167940,45.141641
12,0.121213,8.358843,47.969479,46.695769,45.475590,46.179869,45.151332
12,0.121213,8.450698,47.985331,46.708933,45.486005,46.191798,45.161003
12,0.121213,8.542553,48.001242,46.722113,45.496407,46.203728,45.170655
12,0.121213,8.634409,48.017216,46.735312,45.506796,46.215661,45.180289
12,0.121213,8.726264,48.033256,46.748532,45.517174,46.227598,45.189906
12,0.121213,8.818120,48.049365,46.761773,45.527542,46.239541,45.199507
12,0.121213,8.909975,48.065546,46.775038,45.537901,46.251491,45.209092
12,0.121213,9.001830,48.080261,46.787515,45.548358,46.263029,45.219031
12,0.121213,9.093686,48.094982,46.799985,45.558812,46.274560,45.228969
13,0.131314,0.000001,38.962590,39.136138,39.326006,39.177348,39.458392
13,0.131314,0.090776,42.201924,41.750793,41.408292,41.548009,41.412964
13,0.131314,0.181550,43.051254,42.348166,41.897452,42.078662,41.906503
13,0.131314,0.272325,43.607200,42.727286,42.207058,42.419915,42.207903
13,0.131314,0.363099,44.003544,43.018990,42.443520,42.688715,42.426140
13,0.131314,0.453874,44.298316,43.266316,42.641150,42.918433,42.608535
13,0.131314,0.544648,44.544053,43.483434,42.814904,43.124466,42.759043
13,0.131314,0.635423,44.758882,43.680372,42.966121,43.311092,42.885990
13,0.131314,0.726197,44.932978,43.848622,43.101289,43.473781,43.003677
13,0.131314,0.816972,45.087349,44.006317,43.227209,43.625445,43.111641
13,0.131314,0.907747,45.223493,44.147636,43.341693,43.763993,43.207274
13,0.131314,0.998521,45.343545,44.262252,43.439459,43.878670,43.288050
13,0.131314,1.089296,45.448224,44.358299,43.500773,43.966718,43.326915
13,0.131314,1.180070,45.543675,44.447824,43.548377,44.045580,43.351493
13,0.131314,1.270845,45.637828,44.539996,43.600382,44.127230,43.383264
13,0.131314,1.361619,45.759723,44.676648,43.738143,44.266509,43.517772
13,0.131314,1.452394,45.870439,44.794546,43.855942,44.386230,43.632478
13,0.131314,1.543168,45.962574,44.881036,43.940431,44.472994,43.714585
13,0.131314,1.633943,46.047682,44.960043,44.014989,44.551283,43.786142
13,0.131314,1.724718,46.126326,45.032177,44.080359,44.621744,43.847962
13,0.131314,1.815492,46.200908,45.100632,44.141120,44.688122,43.905108
13,0.131314,1.906267,46.268427,45.162993,44.194691,44.747870,43.955123
13,0.131314,1.997041,46.336774,45.225838,44.248268,44.807944,44.004995
13,0.131314,2.087816,46.396300,45.281891,44.297594,44.861962,44.051766
13,0.131314,2.178590,46.456522,45.338413,44.347017,44.916328,44.098517
13,0.131314,2.269365,46.514185,45.391860,44.392237,44.967179,44.140666
13,0.131314,2.360139,46.565721,45.438407,44.428763,45.010394,44.173488
13,0.131314,2.450914,46.617734,45.485164,44.465111,45.053668,44.206036
13,0.131314,2.541689,46.668233,45.531531,44.502418,45.096996,44.240110
13,0.131314,2.632463,46.714891,45.576806,44.541951,45.140363,44.277689
13,0.131314,2.723238,46.761956,45.622416,44.581560,45.183972,44.315273
13,0.131314,2.814012,46.809504,45.668431,44.621296,45.227885,44.352906
13,0.131314,2.904787,46.849610,45.706088,44.652567,45.263322,44.382031
13,0.131314,2.995561,46.889538,45.743422,44.683318,45.298354,44.410589
13,0.131314,3.086336,46.929729,45.780912,44.714008,45.333457,44.439030
13,0.131314,3.177110,46.969158,45.817545,44.743863,45.367691,44.466676
13,0.131314,3.267885,47.003295,45.848891,44.769551,45.396978,44.490600
13,0.131314,3.358660,47.037558,45.880272,44.795132,45.426241,44.514386
13,0.131314,3.449434,47.071979,45.911713,44.820624,45.455502,44.538049
13,0.131314,3.540209,47.106589,45.943238,44.846042,45.484781,44.561604
13,0.131314,3.630983,47.136715,45.971231,44.870089,45.511299,44.584433
13,0.131314,3.721758,47.166469,45.998893,44.893939,45.537531,44.607110
13,0.131314,3.812532,47.196314,46.026586,44.917731,45.563756,44.629707
13,0.131314,3.903307,47.226271,46.054327,44.941478,45.589991,44.652235
13,0.131314,3.994081,47.255735,46.081552,44.964720,45.615708,44.674270
13,0.131314,4.084856,47.281550,46.105338,44.985095,45.638182,44.693623
13,0.131314,4.175631,47.307406,46.129116,45.005398,45.660622,44.712890
13,0.131314,4.266405,47.333315,46.152898,45.025638,45.683037,44.732079
13,0.131314,4.357180,47.359293,46.176695,45.045825,45.705438,44.751199
13,0.131314,4.447954,47.385351,46.200518,45.065967,45.727834,44.770257
13,0.131314,4.538729,47.407825,46.221465,45.084233,45.747738,44.787708
13,0.131314,4.629503,47.429340,46.241625,45.101956,45.766949,44.804681
13,0.131314,4.720278,47.450859,46.261764,45.119620,45.786123,44.821586
13,0.131314,4.811052,47.472391,46.281889,45.137231,45.805266,44.838429
13,0.131314,4.901827,47.493944,46.302008,45.154795,45.824386,44.855215
13,0.131314,4.992602,47.515526,46.322127,45.172318,45.843488,44.871949
13,0.131314,5.083376,47.535861,46.340805,45.188516,45.861168,44.887434
13,0.131314,5.174151,47.555865,46.359078,45.204317,45.878438,44.902536
13,0.131314,5.264925,47.575887,46.377338,45.220071,45.895680,44.917584
13,0.131314,5.355700,47.595933,46.395590,45.235782,45.912898,44.932580
13,0.131314,5.446474,47.616010,46.413840,45.251453,45.930097,44.947529
13,0.131314,5.537249,47.636123,46.432092,45.267089,45.947281,44.962435
13,0.131314,5.628023,47.656302,46.450357,45.282673,45.964451,44.977269
13,0.131314,5.718798,47.676953,46.468744,45.297827,45.981528,44.991486
13,0.131314,5.809573,47.697669,46.487150,45.312952,45.998601,45.005663
13,0.131314,5.900347,47.718457,46.505581,45.328052,46.015677,45.019803
13,0.131314,5.991122,47.739325,46.524042,45.343129,46.032758,45.033910
13,0.131314,6.081896,47.760278,46.542537,45.358186,46.049849,45.047986
13,0.131314,6.172671,47.781324,46.561071,45.373228,46.066955,45.062034
13,0.131314,6.263445,47.802470,46.579650,45.388257,46.084078,45.076057
13,0.131314,6.354220,47.822129,46.596806,45.402056,46.099844,45.088920
13,0.131314,6.444994,47.840201,46.612457,45.414568,46.114181,45.100570
13,0.131314,6.535769,47.858321,46.628113,45.427047,46.128505,45.112181
13,0.131314,6.626544,47.876492,46.643777,45.439497,46.142819,45.123754
13,0.131314,6.717318,47.894718,46.659453,45.451919,46.157126,45.135292
13,0.131314,6.808093,47.913005,46.675143,45.464314,46.171427,45.146797
13,0.131314,6.898867,47.931357,46.690851,45.476686,46.185727,45.158270
13,0.131314,6.989642,47.949778,46.706580,45.489036,46.200026,45.169714
13,0.131314,7.080416,47.968262,46.722334,45.501384,46.214337,45.181151
13,0.131314,7.171191,47.985867,46.738293,45.515416,46.229454,45.194659
13,0.131314,7.261965,48.003535,46.754285,45.529452,46.244590,45.208164
13,0.131314,7.352740,48.021270,46.770313,45.543494,46.259748,45.221668
13,0.131314,7.443515,48.039076,46.786380,45.557545,46.274931,45.235173
13,0.131314,7.534289,48.056958,46.802489,45.571606,46.290142,45.248682
13,0.131314,7.625064,48.074921,46.818643,45.585680,46.305382,45.262196
13,0.131314,7.715838,48.092967,46.834846,45.599768,46.320655,45.275717
13,0.131314,7.806613,48.111102,46.851101,45.613874,46.335964,45.289248
13,0.131314,7.897387,48.129330,46.867410,45.628000,46.351311,45.302790
13,0.131314,7.988162,48.146266,46.882147,45.640307,46.364980,45.314445
13,0.131314,8.078936,48.161841,46.895238,45.650725,46.376900,45.324144
13,0.131314,8.169711,48.177465,46.908340,45.661126,46.388816,45.333820
13,0.131314,8.260486,48.193140,46.921454,45.671511,46.400731,45.343475
13,0.131314,8.351260,48.208870,46.934583,45.681882,46.412646,45.353109
13,0.131314,8.442035,48.224658,46.947728,45.692238,46.424562,45.362724
13,0.131314,8.532809,48.240506,46.960891,45.702582,46.436481,45.372321
13,0.131314,8.623584,48.256417,46.974074,45.712914,46.448404,45.381901
13,0.131314,8.714358,48.272395,46.987278,45.723236,46.460332,45.391464
13,0.131314,8.805133,48.288442,47.000506,45.733549,46.472267,45.401011
13,0.131314,8.895907,48.304561,47.013758,45.743853,46.484210,45.410545
13,0.131314,8.986682,48.319450,47.026328,45.754218,46.495779,45.420354
14,0.141415,0.000001,39.114937,39.297735,39.481880,39.337262,39.615618
14,0.141415,0.089711,42.359410,41.933961,41.565748,41.721939,41.572003
14,0.141415,0.179421,43.213831,42.543084,42.055279,42.259073,42.064583
14,0.141415,0.269131,43.772978,42.925520,42.364296,42.601136,42.366083
14,0.141415,0.358841,44.176326,43.221795,42.602352,42.872914,42.585398
14,0.141415,0.448550,44.474521,43.468873,42.800114,43.102594,42.768947
14,0.141415,0.538260,44.721186,43.684151,42.975241,43.308243,42.920404
14,0.141415,0.627970,44.939978,43.882210,43.128344,43.496554,43.048712
14,0.141415,0.717680,45.117580,44.050133,43.264787,43.660288,43.167029
14,0.141415,0.807390,45.274397,44.207358,43.391853,43.812495,43.276157
14,0.141415,0.897100,45.413277,44.350231,43.508888,43.953587,43.373865
14,0.141415,0.986810,45.533430,44.463144,43.607040,44.067405,43.454914
14,0.141415,1.076520,45.640391,44.560910,43.674218,44.159208,43.500263
14,0.141415,1.166229,45.738270,44.651346,43.725924,44.240629,43.528942
14,0.141415,1.255939,45.828946,44.737002,43.767192,44.315215,43.547142
14,0.141415,1.345649,45.947662,44.868740,43.899179,44.449433,43.675349
14,0.141415,1.435359,46.063293,44.994699,44.026310,44.578056,43.799179
14,0.141415,1.525069,46.154524,45.079852,44.109718,44.663515,43.880207
14,0.141415,1.614779,46.242371,45.161150,44.187710,44.744546,43.955345
14,0.141415,1.704489,46.320366,45.232399,44.252527,44.814255,44.016601
14,0.141415,1.794199,46.397487,45.302614,44.315637,44.882698,44.075987
14,0.141415,1.883909,46.464517,45.364314,44.368893,44.941983,44.125647
14,0.141415,1.973618,46.532529,45.426599,44.422226,45.001694,44.175211
14,0.141415,2.063328,46.593999,45.483826,44.472277,45.056849,44.222352
14,0.141415,2.153038,46.653759,45.539691,44.521328,45.110739,44.268701
14,0.141415,2.242748,46.713898,45.595643,44.569983,45.164555,44.314490
14,0.141415,2.332458,46.765171,45.641861,44.606474,45.207677,44.347256
14,0.141415,2.422168,46.816904,45.688272,44.642785,45.250853,44.379746
14,0.141415,2.511878,46.869203,45.734953,44.678963,45.294150,44.412003
14,0.141415,2.601588,46.915518,45.779716,44.718197,45.337198,44.449288
14,0.141415,2.691298,46.962221,45.824788,44.757496,45.380473,44.486568
14,0.141415,2.781007,47.009387,45.870237,44.796909,45.424037,44.523886
14,0.141415,2.870717,47.052253,45.910845,44.831280,45.462628,44.556100
14,0.141415,2.960427,47.091948,45.947864,44.861901,45.497525,44.584523
14,0.141415,3.050137,47.131897,45.985025,44.892457,45.532486,44.612826
14,0.141415,3.139847,47.172147,46.022369,44.922973,45.567547,44.641034
14,0.141415,3.229557,47.207757,46.055092,44.949787,45.598235,44.665928
14,0.141415,3.319267,47.241857,46.086258,44.975278,45.627419,44.689613
14,0.141415,3.408977,47.276109,46.117476,45.000677,45.656599,44.713173
14,0.141415,3.498686,47.310543,46.148771,45.026001,45.685795,44.736624
14,0.141415,3.588396,47.342867,46.178378,45.050597,45.713623,44.759650
14,0.141415,3.678106,47.372451,46.205826,45.074306,45.739722,44.782181
14,0.141415,3.767816,47.402120,46.233298,45.097954,45.765812,44.804630
14,0.141415,3.857526,47.431895,46.260812,45.121554,45.791908,44.827007
14,0.141415,3.947236,47.461796,46.288384,45.145117,45.818024,44.849325
14,0.141415,4.036946,47.489110,46.313516,45.166611,45.841818,44.869703
14,0.141415,4.126656,47.514829,46.337133,45.186807,45.864164,44.888857
14,0.141415,4.216366,47.540599,46.360751,45.206938,45.886485,44.907933
14,0.141415,4.306075,47.566433,46.384379,45.227014,45.908789,44.926937
14,0.141415,4.395785,47.592345,46.408030,45.247043,45.931086,44.945877
14,0.141415,4.485495,47.617380,46.430953,45.266549,45.952729,44.964355
14,0.141415,4.575205,47.638766,46.450974,45.284167,45.971848,44.981223
14,0.141415,4.664915,47.660155,46.470971,45.301725,45.990928,44.998022
14,0.141415,4.754625,47.681553,46.490953,45.319228,46.009977,45.014758
14,0.141415,4.844335,47.702970,46.510924,45.336683,46.029000,45.031435
14,0.141415,4.934045,47.724413,46.530894,45.354095,46.048003,45.048059
14,0.141415,5.023755,47.745678,46.550628,45.371255,46.066760,45.064435
14,0.141415,5.113464,47.765576,46.568792,45.386967,46.083960,45.079447
14,0.141415,5.203174,47.785491,46.586940,45.402631,46.101130,45.094403
14,0.141415,5.292884,47.805427,46.605078,45.418250,46.118275,45.109307
14,0.141415,5.382594,47.825392,46.623213,45.433828,46.135401,45.124163
14,0.141415,5.472304,47.845391,46.641348,45.449371,46.152511,45.138974
14,0.141415,5.562014,47.865432,46.659488,45.464881,46.169610,45.153744
14,0.141415,5.651724,47.885660,46.677681,45.480236,46.186681,45.168291
14,0.141415,5.741434,47.906252,46.695982,45.495289,46.203703,45.182394
14,0.141415,5.831143,47.926915,46.714306,45.510316,46.220726,45.196461
14,0.141415,5.920853,47.947653,46.732657,45.525319,46.237754,45.210492
14,0.141415,6.010563,47.968475,46.751041,45.540302,46.254791,45.224493
14,0.141415,6.100273,47.989386,46.769462,45.555268,46.271841,45.238465
14,0.141415,6.189983,48.010393,46.787925,45.570220,46.288909,45.252411
14,0.141415,6.279693,48.031503,46.806435,45.585161,46.305997,45.266334
14,0.141415,6.369403,48.050545,46.823014,45.598450,46.321244,45.278702
14,0.141415,6.459113,48.068556,46.838616,45.610888,46.335554,45.290267
14,0.141415,6.548823,48.086616,46.854226,45.623296,46.349853,45.301794
14,0.141415,6.638532,48.104729,46.869846,45.635676,46.364144,45.313286
14,0.141415,6.728242,48.122900,46.885481,45.648029,46.378431,45.324744
14,0.141415,6.817952,48.141134,46.901132,45.660358,46.392714,45.336170
14,0.141415,6.907662,48.159434,46.916803,45.672665,46.406998,45.347565
14,0.141415,6.997372,48.177806,46.932496,45.684952,46.421285,45.358932
14,0.141415,7.087082,48.196170,46.948225,45.697360,46.435637,45.370448
14,0.141415,7.176792,48.213694,46.964085,45.711273,46.450669,45.383836
14,0.141415,7.266502,48.231282,46.979978,45.725190,46.465720,45.397221
14,0.141415,7.356212,48.248938,46.995908,45.739114,46.480795,45.410606
14,0.141415,7.445921,48.266667,47.011877,45.753047,46.495895,45.423993
14,0.141415,7.535631,48.284473,47.027890,45.766991,46.511023,45.437384
14,0.141415,7.625341,48.302360,47.043949,45.780948,46.526183,45.450781
14,0.141415,7.715051,48.320331,47.060056,45.794921,46.541375,45.464185
14,0.141415,7.804761,48.338392,47.076216,45.808910,46.556605,45.477599
14,0.141415,7.894471,48.356547,47.092431,45.822920,46.571873,45.491025
14,0.141415,7.984181,48.373531,47.107229,45.835280,46.585626,45.502736
14,0.141415,8.073891,48.389060,47.120293,45.845641,46.597532,45.512372
14,0.141415,8.163600,48.404639,47.133368,45.855985,46.609435,45.521986
14,0.141415,8.253310,48.420271,47.146458,45.866313,46.621339,45.531580
14,0.141415,8.343020,48.435959,47.159562,45.876628,46.633243,45.541154
14,0.141415,8.432730,48.451706,47.172685,45.886930,46.645150,45.550710
14,0.141415,8.522440,48.467513,47.185826,45.897220,46.657061,45.560248
14,0.141415,8.612150,48.483385,47.198988,45.907499,46.668978,45.569769
14,0.141415,8.701860,48.499325,47.212173,45.917768,46.680901,45.579275
14,0.141415,8.791570,48.515334,47.225383,45.928029,46.692832,45.588765
14,0.141415,8.881280,48.531418,47.238618,45.938281,46.704772,45.598242
15,0.151516,0.000001,39.256118,39.447879,39.626691,39.486118,39.761535
15,0.151516,0.088662,42.505014,42.104827,41.711381,41.884609,41.718725
15,0.151516,0.177323,43.364304,42.725971,42.202290,42.428923,42.211792
15,0.151516,0.265984,43.927611,43.112488,42.510780,42.772309,42.513258
15,0.151516,0.354645,44.338208,43.413486,42.750475,43.047157,42.733689
15,0.151516,0.443307,44.638899,43.658722,42.947990,43.275719,42.917840
15,0.151516,0.531968,44.888450,43.874028,43.124838,43.482175,43.070621
15,0.151516,0.620629,45.109713,44.071940,43.279347,43.671174,43.200129
15,0.151516,0.709290,45.293177,44.240802,43.417763,43.836980,43.319161
15,0.151516,0.797951,45.452817,44.397562,43.545997,43.989755,43.429403
15,0.151516,0.886612,45.593553,44.540047,43.664557,44.131700,43.528303
15,0.151516,0.975273,45.715228,44.653067,43.764135,44.246254,43.610420
15,0.151516,1.063934,45.824763,44.752294,43.837007,44.341507,43.661976
15,0.151516,1.152595,45.925261,44.843520,43.892730,44.425290,43.694648
15,0.151516,1.241257,46.016321,44.928621,43.935698,44.500831,43.714246
15,0.151516,1.329918,46.129059,45.050161,44.050636,44.623042,43.822150
15,0.151516,1.418579,46.249389,45.183605,44.186740,44.760143,43.954802
15,0.151516,1.507240,46.339754,45.267483,44.269107,44.844357,44.034794
15,0.151516,1.595901,46.430305,45.350951,44.350401,44.927982,44.113391
15,0.151516,1.684562,46.507651,45.421345,44.414692,44.996979,44.174102
15,0.151516,1.773223,46.586499,45.492629,44.479417,45.066755,44.235016
15,0.151516,1.861884,46.653783,45.554308,44.533071,45.126269,44.284997
15,0.151516,1.950545,46.721228,45.615902,44.586099,45.185520,44.334200
15,0.151516,2.039207,46.784796,45.674443,44.637016,45.241976,44.381799
15,0.151516,2.127868,46.844048,45.729664,44.685721,45.295417,44.427755
15,0.151516,2.216529,46.904091,45.785406,44.734584,45.349273,44.473741
15,0.151516,2.305190,46.957500,45.833864,44.774174,45.395097,44.509756
15,0.151516,2.393851,47.008899,45.879921,44.810466,45.438184,44.542183
15,0.151516,2.482512,47.060842,45.926232,44.846625,45.481387,44.574376
15,0.151516,2.571173,47.108932,45.971263,44.884634,45.524335,44.609728
15,0.151516,2.659834,47.155220,46.015799,44.923644,45.567285,44.646704
15,0.151516,2.748495,47.201949,46.060685,44.962756,45.610508,44.683708
15,0.151516,2.837156,47.247462,46.104116,45.000160,45.652168,44.718929
15,0.151516,2.925818,47.286870,46.140813,45.030665,45.686932,44.747214
15,0.151516,3.014479,47.326518,46.177641,45.061103,45.721758,44.775377
15,0.151516,3.103140,47.366455,46.214639,45.091497,45.756677,44.803441
15,0.151516,3.191801,47.404532,46.249727,45.120245,45.789736,44.829998
15,0.151516,3.280462,47.438416,46.280671,45.145658,45.818847,44.853580
15,0.151516,3.369123,47.472443,46.311662,45.170978,45.847952,44.877036
15,0.151516,3.457784,47.506645,46.342722,45.196221,45.877070,44.900380
15,0.151516,3.546445,47.541051,46.373876,45.221403,45.906224,44.923626
15,0.151516,3.635106,47.570517,46.401183,45.245010,45.932261,44.946028
15,0.151516,3.723768,47.599963,46.428434,45.268525,45.958225,44.968329
15,0.151516,3.812429,47.629509,46.455720,45.291989,45.984191,44.990558
15,0.151516,3.901090,47.659173,46.483058,45.315413,46.010175,45.012723
15,0.151516,3.989751,47.688550,46.510074,45.338492,46.035823,45.034543
15,0.151516,4.078412,47.714093,46.533529,45.358589,46.058084,45.053586
15,0.151516,4.167073,47.739683,46.556980,45.378620,46.080318,45.072548
15,0.151516,4.255734,47.765332,46.580439,45.398594,46.102533,45.091438
15,0.151516,4.344395,47.791053,46.603916,45.418520,46.124740,45.110262
15,0.151516,4.433056,47.816860,46.627421,45.438403,46.146948,45.129027
15,0.151516,4.521718,47.839859,46.648690,45.456807,46.167188,45.146531
15,0.151516,4.610379,47.861090,46.668545,45.474265,46.186182,45.163225
15,0.151516,4.699040,47.882327,46.688381,45.491668,46.205142,45.179854
15,0.151516,4.787701,47.903579,46.708205,45.509021,46.224076,45.196424
15,0.151516,4.876362,47.924854,46.728024,45.526330,46.242989,45.212939
15,0.151516,4.965023,47.946159,46.747844,45.543600,46.261887,45.229405
15,0.151516,5.053684,47.966756,46.766830,45.560075,46.279946,45.245117
15,0.151516,5.142345,47.986541,46.784866,45.575654,46.297051,45.259982
15,0.151516,5.231006,48.006345,46.802889,45.591189,46.314131,45.274795
15,0.151516,5.319668,48.026175,46.820906,45.606681,46.331190,45.289558
15,0.151516,5.408329,48.046037,46.838922,45.622137,46.348232,45.304275
15,0.151516,5.496990,48.065937,46.856942,45.637559,46.365262,45.318951
15,0.151516,5.585651,48.085881,46.874970,45.652951,46.382285,45.333588
15,0.151516,5.674312,48.106133,46.893098,45.668099,46.399280,45.347861
15,0.151516,5.762973,48.126639,46.911311,45.683060,46.416257,45.361853
15,0.151516,5.851634,48.147219,46.929550,45.697996,46.433239,45.375810
15,0.151516,5.940295,48.167878,46.947819,45.712912,46.450229,45.389735
15,0.151516,6.028956,48.188622,46.966123,45.727810,46.467232,45.403631
15,0.151516,6.117618,48.209459,46.984467,45.742693,46.484251,45.417500
15,0.151516,6.206279,48.230394,47.002855,45.757564,46.501290,45.431345
15,0.151516,6.294940,48.251436,47.021292,45.772426,46.518353,45.445168
15,0.151516,6.383601,48.269854,47.037319,45.785232,46.533111,45.457063
15,0.151516,6.472262,48.287783,47.052869,45.797604,46.547400,45.468543
15,0.151516,6.560923,48.305763,47.068429,45.809948,46.561682,45.479988
15,0.151516,6.649584,48.323799,47.084002,45.822265,46.575959,45.491399
15,0.151516,6.738245,48.341894,47.099590,45.834557,46.590233,45.502777
15,0.151516,6.826906,48.360054,47.115198,45.846826,46.604507,45.514124
15,0.151516,6.915568,48.378282,47.130827,45.859075,46.618783,45.525443
15,0.151516,7.004229,48.396583,47.146481,45.871305,46.633063,45.536734
15,0.151516,7.092890,48.414807,47.162170,45.883759,46.647450,45.548305
15,0.151516,7.181551,48.432234,47.177928,45.897558,46.662402,45.561574
15,0.151516,7.270212,48.449726,47.193721,45.911362,46.677375,45.574840
15,0.151516,7.358873,48.467288,47.209551,45.925174,46.692373,45.588107
15,0.151516,7.447534,48.484922,47.225422,45.938995,46.707397,45.601377
15,0.151516,7.536195,48.502634,47.241336,45.952827,46.722451,45.614650
15,0.151516,7.624856,48.520427,47.257296,45.966673,46.737536,45.627930
15,0.151516,7.713518,48.538306,47.273306,45.980535,46.752656,45.641217
15,0.151516,7.802179,48.556275,47.289369,45.994414,46.767813,45.654515
15,0.151516,7.890840,48.574338,47.305487,46.008313,46.783010,45.667825
15,0.151516,7.979501,48.591374,47.320368,46.020760,46.796879,45.679620
15,0.151516,8.068162,48.606846,47.333401,46.031068,46.808778,45.689194
15,0.151516,8.156823,48.622368,47.346446,46.041360,46.820675,45.698746
15,0.151516,8.245484,48.637944,47.359506,46.051637,46.832574,45.708279
15,0.151516,8.334145,48.653577,47.372584,46.061902,46.844475,45.717793
15,0.151516,8.422806,48.669268,47.385679,46.072154,46.856380,45.727288
15,0.151516,8.511467,48.685022,47.398795,46.082395,46.868291,45.736767
15,0.151516,8.600129,48.700841,47.411933,46.092626,46.880208,45.746230
15,0.151516,8.688790,48.716729,47.425095,46.102848,46.892133,45.755678
15,0.151516,8.777451,48.732687,47.438282,46.113061,46.904067,45.765111
16,0.161617,0.000001,39.387620,39.587970,39.761867,39.625317,39.897529
16,0.161617,0.087629,42.640997,42.264687,41.846511,42.037347,41.854060
16,0.161617,0.175257,43.502886,42.897121,42.339626,42.588860,42.349067
16,0.161617,0.262885,44.072123,43.289571,42.647948,42.934906,42.650193
16,0.161617,0.350513,44.486976,43.593845,42.888656,43.211606,42.871644
16,0.161617,0.438141,44.791867,43.838050,43.086380,43.439722,43.056109
16,0.161617,0.525769,45.045109,44.054379,43.265121,43.647696,43.210528
16,0.161617,0.613397,45.268799,44.252140,43.421095,43.837457,43.341255
16,0.161617,0.701025,45.456289,44.420957,43.560961,44.004238,43.460599
16,0.161617,0.788653,45.619225,44.576958,43.690372,44.157653,43.571752
16,0.161617,0.876281,45.761961,44.718027,43.809822,44.299361,43.671475
16,0.161617,0.963909,45.886801,44.833213,43.912143,44.416627,43.755764
16,0.161617,1.051536,45.999072,44.933634,43.990531,44.514994,43.813338
16,0.161617,1.139164,46.102279,45.025530,44.050158,44.600931,43.849951
16,0.161617,1.226792,46.193800,45.109980,44.094840,44.677372,43.870995
16,0.161617,1.314420,46.301325,45.222020,44.193862,44.788650,43.959598
16,0.161617,1.402048,46.421846,45.355675,44.331229,44.926565,44.093626
16,0.161617,1.489676,46.515627,45.445046,44.419955,45.016842,44.179825
16,0.161617,1.577304,46.607446,45.529190,44.502685,45.101407,44.259979
16,0.161617,1.664932,46.685703,45.600117,44.568201,45.171247,44.321972
16,0.161617,1.752560,46.763935,45.670493,44.632388,45.240300,44.382340
16,0.161617,1.840188,46.833988,45.734058,44.688558,45.302068,44.434707
16,0.161617,1.927816,46.900974,45.794958,44.741301,45.360896,44.483570
16,0.161617,2.015444,46.966753,45.854792,44.793135,45.418695,44.531661
16,0.161617,2.103072,47.025605,45.909368,44.841511,45.471715,44.577243
16,0.161617,2.190700,47.085220,45.964427,44.890030,45.525125,44.622838
16,0.161617,2.278328,47.141250,46.015442,44.933169,45.574019,44.662579
16,0.161617,2.365956,47.192418,46.061130,44.969456,45.617024,44.694950
16,0.161617,2.453584,47.244117,46.107053,45.005610,45.660141,44.727084
16,0.161617,2.541212,47.294166,46.152438,45.042563,45.703140,44.760631
16,0.161617,2.628840,47.340152,46.196437,45.081300,45.745767,44.797312
16,0.161617,2.716468,47.386563,46.240760,45.120129,45.788652,44.834009
16,0.161617,2.804096,47.433474,46.285472,45.159096,45.831855,44.870763
16,0.161617,2.891724,47.474010,46.323248,45.190906,45.867923,44.900317
16,0.161617,2.979351,47.513458,46.359733,45.221238,45.902613,44.928345
16,0.161617,3.066979,47.553185,46.396374,45.251524,45.937392,44.956270
16,0.161617,3.154607,47.593237,46.433208,45.281789,45.972294,44.984115
16,0.161617,3.242235,47.627559,46.464468,45.307561,46.001855,45.007971
16,0.161617,3.329863,47.661447,46.495220,45.332813,46.030888,45.031326
16,0.161617,3.417491,47.695504,46.526034,45.357987,46.059934,45.054567
16,0.161617,3.505119,47.729759,46.556934,45.383098,46.089013,45.077709
16,0.161617,3.592747,47.761539,46.585893,45.407339,46.116468,45.100352
16,0.161617,3.680375,47.790830,46.612916,45.430730,46.142314,45.122513
16,0.161617,3.768003,47.820216,46.639969,45.454067,46.168159,45.144597
16,0.161617,3.855631,47.849715,46.667067,45.477362,46.194019,45.166617
16,0.161617,3.943259,47.879347,46.694226,45.500628,46.219907,45.188582
16,0.161617,4.030887,47.906636,46.719204,45.522025,46.243697,45.208800
16,0.161617,4.118515,47.932101,46.742483,45.541964,46.265851,45.227653
16,0.161617,4.206143,47.957622,46.765765,45.561844,46.287985,45.246432
16,0.161617,4.293771,47.983212,46.789061,45.581674,46.310110,45.265144
16,0.161617,4.381399,48.008885,46.812383,45.601460,46.332234,45.283797
16,0.161617,4.469027,48.034534,46.835647,45.621153,46.354286,45.302347
16,0.161617,4.556655,48.055644,46.855355,45.638518,46.373199,45.318940
16,0.161617,4.644283,48.076759,46.875042,45.655826,46.392077,45.335466
