z_index,z_obs,tage_gyr,mag_u,mag_b,mag_v,mag_sdss_g,mag_sdss_r
60,0.606061,3.527688,53.683908,51.821819,50.145101,51.101209,49.452557
60,0.606061,3.581960,53.716995,51.843785,50.163289,51.121184,49.470438
60,0.606061,3.636233,53.746283,51.864060,50.180465,51.139838,49.487340
60,0.606061,3.690505,53.775930,51.884412,50.197656,51.158534,49.504253
60,0.606061,3.744777,53.805959,51.904847,50.214867,51.177278,49.521181
60,0.606061,3.799049,53.836391,51.925371,50.232101,51.196074,49.538128
60,0.606061,3.853321,53.867250,51.945992,50.249363,51.214928,49.555098
60,0.606061,3.907593,53.898562,51.966715,50.266656,51.233844,49.572094
60,0.606061,3.961865,53.930352,51.987546,50.283985,51.252827,49.589120
60,0.606061,4.016137,53.958215,52.006311,50.299745,51.270028,49.604560
60,0.606061,4.070409,53.983957,52.023941,50.314634,51.286245,49.619118
60,0.606061,4.124682,54.009970,52.041622,50.329529,51.302488,49.633677
60,0.606061,4.178954,54.036269,52.059359,50.344432,51.318761,49.648240
60,0.606061,4.233226,54.062868,52.077156,50.359346,51.335066,49.662809
60,0.606061,4.287498,54.089784,52.095018,50.374274,51.351408,49.677387
60,0.606061,4.341770,54.117033,52.112947,50.389218,51.367789,49.691976
60,0.606061,4.396042,54.144632,52.130950,50.404181,51.384212,49.706579
60,0.606061,4.450314,54.172598,52.149029,50.419166,51.400682,49.721198
60,0.606061,4.504586,54.193081,52.164366,50.432443,51.414977,49.734216
60,0.606061,4.558858,54.210235,52.178492,50.444960,51.428310,49.746522
60,0.606061,4.613131,54.227455,52.192633,50.457472,51.441647,49.758820
60,0.606061,4.667403,54.244747,52.206792,50.469981,51.454991,49.771113
60,0.606061,4.721675,54.262114,52.220972,50.482489,51.468344,49.783402
60,0.606061,4.775947,54.279560,52.235173,50.494997,51.481708,49.795689
60,0.606061,4.830219,54.297089,52.249400,50.507508,51.495085,49.807976
60,0.606061,4.884491,54.314705,52.263653,50.520021,51.508476,49.820263
60,0.606061,4.938763,54.332411,52.277935,50.532540,51.521883,49.832553
60,0.606061,4.993035,54.350213,52.292248,50.545066,51.535310,49.844847
60,0.606061,5.047307,54.370095,52.306138,50.556939,51.548163,49.856415
60,0.606061,5.101580,54.391196,52.319812,50.568461,51.560714,49.867591
60,0.606061,5.155852,54.412485,52.333513,50.579982,51.573276,49.878763
60,0.606061,5.210124,54.433971,52.347243,50.591504,51.585851,49.889933
60,0.606061,5.264396,54.455661,52.361004,50.603029,51.598441,49.901100
60,0.606061,5.318668,54.477563,52.374798,50.614557,51.611048,49.912268
60,0.606061,5.372940,54.499688,52.388626,50.626090,51.623672,49.923437
61,0.616162,0.000001,41.930935,42.209488,42.540623,42.317177,42.617016
61,0.616162,0.053728,45.209257,45.193876,45.080084,45.154369,44.756110
61,0.616162,0.107456,46.134719,46.058264,45.814008,45.974390,45.405217
61,0.616162,0.161183,46.730559,46.611911,46.260762,46.497104,45.738652
61,0.616162,0.214911,47.216727,47.058259,46.607845,46.916639,45.993669
61,0.616162,0.268638,47.628857,47.427837,46.890956,47.259153,46.215575
61,0.616162,0.322366,47.989183,47.742718,47.124054,47.545774,46.407196
61,0.616162,0.376093,48.293475,48.001169,47.306288,47.776668,46.561287
61,0.616162,0.429821,48.566163,48.228651,47.469206,47.977294,46.714349
61,0.616162,0.483548,48.816971,48.434651,47.614688,48.156671,46.856009
61,0.616162,0.537276,49.053900,48.626387,47.749204,48.322062,46.988415
61,0.616162,0.591003,49.282735,48.806713,47.872788,48.475742,47.114055
61,0.616162,0.644730,49.505507,48.975368,47.983742,48.617357,47.229164
61,0.616162,0.698458,49.713864,49.125667,48.081280,48.742244,47.333440
61,0.616162,0.752185,49.910821,49.262472,48.172560,48.855649,47.433107
61,0.616162,0.805913,50.111229,49.395954,48.260501,48.965104,47.530718
61,0.616162,0.859640,50.288651,49.514056,48.338970,49.062446,47.620456
61,0.616162,0.913368,50.461979,49.627028,48.412531,49.154876,47.701891
61,0.616162,0.967095,50.615557,49.728624,48.478347,49.238286,47.769584
61,0.616162,1.020823,50.763815,49.825762,48.541265,49.317826,47.834350
61,0.616162,1.074550,50.890829,49.912353,48.599256,49.389639,47.894046
61,0.616162,1.128278,51.023215,49.999755,48.656560,49.461285,47.953472
61,0.616162,1.182005,51.133277,50.074936,48.707253,49.523491,48.008851
61,0.616162,1.235733,51.250019,50.151991,48.758009,49.586458,48.064544
61,0.616162,1.289460,51.357550,50.229427,48.821107,49.655116,48.133667
61,0.616162,1.343187,51.457604,50.307805,48.894990,49.729101,48.214800
61,0.616162,1.396915,51.563282,50.388843,48.971048,49.805272,48.298913
61,0.616162,1.450642,51.654559,50.457555,49.029993,49.868464,48.359891
61,0.616162,1.504370,51.741258,50.521592,49.081740,49.926484,48.410926
61,0.616162,1.558097,51.832036,50.587181,49.134124,49.985570,48.462554
61,0.616162,1.611825,51.914810,50.647525,49.182432,50.040057,48.510012
61,0.616162,1.665552,51.987975,50.702036,49.226382,50.089531,48.553022
61,0.616162,1.719280,52.063848,50.757560,49.270703,50.139682,48.596355
61,0.616162,1.773007,52.142820,50.814229,49.315458,50.190606,48.640073
61,0.616162,1.826735,52.207496,50.861791,49.354134,50.233863,48.678245
61,0.616162,1.880462,52.272195,50.908898,49.392326,50.276632,48.715977
61,0.616162,1.934189,52.338997,50.956724,49.430776,50.319876,48.753947
61,0.616162,1.987917,52.408165,51.005352,49.469525,50.363655,48.792196
61,0.616162,2.041644,52.465680,51.047402,49.504107,50.401989,48.826617
61,0.616162,2.095372,52.522446,51.088779,49.538159,50.439700,48.860559
61,0.616162,2.149099,52.580785,51.130684,49.572408,50.477761,48.894695
61,0.616162,2.202827,52.640873,51.173175,49.606886,50.516213,48.929055
61,0.616162,2.256554,52.699379,51.213968,49.639696,50.552999,48.961593
61,0.616162,2.310282,52.752345,51.250517,49.668779,50.585851,48.990094
61,0.616162,2.364009,52.806716,51.287455,49.697966,50.618937,49.018681
61,0.616162,2.417737,52.862633,51.324819,49.727276,50.652284,49.047372
61,0.616162,2.471464,52.920257,51.362650,49.756728,50.685921,49.076186
61,0.616162,2.525191,52.975955,51.399331,49.785661,50.718653,49.104709
61,0.616162,2.578919,53.021407,51.431343,49.812653,50.747905,49.132046
61,0.616162,2.632646,53.067846,51.463637,49.839755,50.777339,49.159504
61,0.616162,2.686374,53.115358,51.496238,49.866982,50.806974,49.187099
61,0.616162,2.740101,53.164039,51.529172,49.894350,50.836829,49.214845
61,0.616162,2.793829,53.213992,51.562468,49.921873,50.866923,49.242758
61,0.616162,2.847556,53.258387,51.592728,49.946880,50.894361,49.267890
61,0.616162,2.901284,53.297788,51.620340,49.969706,50.919490,49.290606
61,0.616162,2.955011,53.337908,51.648145,49.992590,50.944737,49.313378
61,0.616162,3.008739,53.378803,51.676160,50.015541,50.970114,49.336214
61,0.616162,3.062466,53.420532,51.704401,50.038569,50.995632,49.359123
61,0.616162,3.116194,53.463159,51.732886,50.061681,51.021305,49.382115
61,0.616162,3.169921,53.505476,51.760910,50.084349,51.046529,49.404632
61,0.616162,3.223648,53.540838,51.784774,50.103822,51.068150,49.423787
61,0.616162,3.277376,53.576776,51.808766,50.123319,51.089843,49.442960
61,0.616162,3.331103,53.613330,51.832898,50.142847,51.111614,49.462159
61,0.616162,3.384831,53.650542,51.857178,50.162412,51.133471,49.481387
61,0.616162,3.438558,53.688457,51.881618,50.182019,51.155423,49.500651
61,0.616162,3.492286,53.727124,51.906229,50.201674,51.177477,49.519956
61,0.616162,3.546013,53.766596,51.931022,50.221384,51.199641,49.539307
61,0.616162,3.599741,53.795974,51.951382,50.238519,51.218359,49.556181
61,0.616162,3.653468,53.825259,51.971630,50.255559,51.236973,49.572959
61,0.616162,3.707196,53.854910,51.991958,50.272617,51.255634,49.589751
61,0.616162,3.760923,53.884949,52.012373,50.289695,51.274345,49.606559
61,0.616162,3.814650,53.915398,52.032882,50.306799,51.293111,49.623387
61,0.616162,3.868378,53.946282,52.053490,50.323931,51.311939,49.640239
61,0.616162,3.922105,53.977625,52.074204,50.341095,51.330832,49.657119
61,0.616162,3.975833,54.009454,52.095031,50.358297,51.349796,49.674030
61,0.616162,4.029560,54.035560,52.112906,50.373305,51.366229,49.688728
61,0.616162,4.083288,54.061267,52.130502,50.388077,51.382408,49.703183
61,0.616162,4.137015,54.087249,52.148152,50.402857,51.398616,49.717642
61,0.616162,4.190743,54.113520,52.165861,50.417645,51.414856,49.732105
61,0.616162,4.244470,54.140096,52.183632,50.432446,51.431130,49.746575
61,0.616162,4.298198,54.166991,52.201469,50.447261,51.447443,49.761055
61,0.616162,4.351925,54.194223,52.219378,50.462093,51.463798,49.775547
61,0.616162,4.405653,54.221808,52.237361,50.476944,51.480197,49.790054
61,0.616162,4.459380,54.249765,52.255424,50.491818,51.496644,49.804577
61,0.616162,4.513107,54.268241,52.270027,50.504577,51.510360,49.817119
61,0.616162,4.566835,54.285212,52.284077,50.516988,51.523634,49.829331
61,0.616162,4.620562,54.302249,52.298145,50.529394,51.536914,49.841538
61,0.616162,4.674290,54.319356,52.312231,50.541798,51.550203,49.853740
61,0.616162,4.728017,54.336537,52.326338,50.554200,51.563502,49.865938
61,0.616162,4.781745,54.353795,52.340469,50.566604,51.576812,49.878135
61,0.616162,4.835472,54.371134,52.354624,50.579010,51.590136,49.890332
61,0.616162,4.889200,54.388559,52.368808,50.591420,51.603476,49.902530
61,0.616162,4.942927,54.406072,52.383020,50.603835,51.616833,49.914732
61,0.616162,4.996655,54.423679,52.397265,50.616258,51.630209,49.926938
61,0.616162,5.050382,54.443682,52.411070,50.627973,51.642967,49.938355
61,0.616162,5.104109,54.464766,52.424716,50.639405,51.655485,49.949456
61,0.616162,5.157837,54.486039,52.438389,50.650837,51.668016,49.960553
61,0.616162,5.211564,54.507511,52.452093,50.662271,51.680562,49.971648
61,0.616162,5.265292,54.529188,52.465828,50.673707,51.693122,49.982742
61,0.616162,5.319019,54.551081,52.479597,50.685147,51.705700,49.993836
62,0.626263,0.000001,41.959934,42.236712,42.569847,42.344349,42.651457
62,0.626263,0.053191,45.229709,45.221971,45.111864,45.181782,44.803727
62,0.626263,0.106381,46.153303,46.089162,45.848663,46.004591,45.459349
62,0.626263,0.159571,46.747535,46.643642,46.299077,46.528580,45.798489
62,0.626263,0.212761,47.232341,47.090425,46.649841,46.949313,46.057104
62,0.626263,0.265951,47.643471,47.460806,46.934970,47.293323,46.280713
62,0.626263,0.319141,48.005475,47.779095,47.171931,47.583698,46.474986
62,0.626263,0.372332,48.309030,48.038939,47.355863,47.816274,46.630464
62,0.626263,0.425522,48.580729,48.267563,47.518621,48.018215,46.781021
62,0.626263,0.478712,48.831114,48.475224,47.665099,48.199318,46.924568
62,0.626263,0.531902,49.067432,48.668377,47.799343,48.366068,47.055787
62,0.626263,0.585092,49.296294,48.850960,47.923959,48.521885,47.182110
62,0.626263,0.638282,49.520786,49.023300,48.036364,48.666709,47.297708
62,0.626263,0.691472,49.725505,49.173167,48.133131,48.791555,47.400523
62,0.626263,0.744662,49.924648,49.313225,48.224668,48.907512,47.499820
62,0.626263,0.797852,50.129400,49.450528,48.313539,49.019861,47.597807
62,0.626263,0.851042,50.303846,49.568480,48.391160,49.117277,47.685937
62,0.626263,0.904232,50.483529,49.685730,48.466232,49.212894,47.769881
62,0.626263,0.957422,50.634599,49.787286,48.531619,49.296424,47.836421
62,0.626263,1.010613,50.789616,49.888497,48.595654,49.378845,47.901735
62,0.626263,1.063803,50.914667,49.975060,48.653226,49.450761,47.960864
62,0.626263,1.116993,51.048676,50.064343,48.710975,49.523893,48.020263
62,0.626263,1.170183,51.160309,50.141105,48.761938,49.587413,48.075584
62,0.626263,1.223373,51.275137,50.218180,48.812219,49.650593,48.130733
62,0.626263,1.276563,51.387771,50.296114,48.869525,49.717122,48.193598
62,0.626263,1.329753,51.486284,50.373610,48.941962,49.790043,48.272978
62,0.626263,1.382943,51.590175,50.453669,49.016428,49.865041,48.355132
62,0.626263,1.436133,51.687475,50.527246,49.081424,49.933041,48.424396
62,0.626263,1.489323,51.772887,50.590822,49.132668,49.990620,48.474746
62,0.626263,1.542513,51.862205,50.655910,49.184518,50.049232,48.525648
62,0.626263,1.595703,51.950977,50.719892,49.235150,50.106691,48.575280
62,0.626263,1.648894,52.023129,50.774039,49.278716,50.155855,48.617821
62,0.626263,1.702084,52.097879,50.829172,49.322632,50.205677,48.660663
62,0.626263,1.755274,52.175596,50.885421,49.366963,50.256251,48.703865
62,0.626263,1.808464,52.245656,50.936410,49.407664,50.302335,48.743799
62,0.626263,1.861654,52.309504,50.983216,49.445507,50.344868,48.781168
62,0.626263,1.914844,52.375372,51.030723,49.483592,50.387864,48.818759
62,0.626263,1.968034,52.443513,51.079011,49.521961,50.431381,48.856613
62,0.626263,2.021224,52.506204,51.123956,49.558127,50.472071,48.892448
62,0.626263,2.074414,52.562223,51.165067,49.591848,50.509572,48.926050
62,0.626263,2.127604,52.619753,51.206693,49.625755,50.547414,48.959833
62,0.626263,2.180794,52.678962,51.248889,49.659877,50.585637,48.993827
62,0.626263,2.233984,52.740034,51.291712,49.694244,50.624284,49.028060
62,0.626263,2.287174,52.793270,51.328706,49.723594,50.657578,49.056882
62,0.626263,2.340365,52.846931,51.365459,49.752534,50.690546,49.085238
62,0.626263,2.393555,52.902080,51.402630,49.781588,50.723770,49.113691
62,0.626263,2.446745,52.958871,51.440258,49.810777,50.757279,49.142260
62,0.626263,2.499935,53.017472,51.478384,49.840118,50.791099,49.170961
62,0.626263,2.553125,53.065778,51.511721,49.867443,50.821324,49.198404
62,0.626263,2.606315,53.111602,51.543823,49.894245,50.850607,49.225556
62,0.626263,2.659505,53.158457,51.576225,49.921163,50.880085,49.252835
62,0.626263,2.712695,53.206435,51.608952,49.948212,50.909778,49.280256
62,0.626263,2.765885,53.255634,51.642030,49.975407,50.939704,49.307834
62,0.626263,2.819075,53.305999,51.675407,50.002700,50.969815,49.335516
62,0.626263,2.872265,53.344892,51.702874,50.025313,50.994850,49.358031
62,0.626263,2.925455,53.384476,51.730530,50.047978,51.019999,49.380597
62,0.626263,2.978646,53.424805,51.758391,50.070706,51.045276,49.403222
62,0.626263,3.031836,53.465933,51.786472,50.093504,51.070691,49.425916
62,0.626263,3.085026,53.507923,51.814792,50.116382,51.096258,49.448686
62,0.626263,3.138216,53.550841,51.843366,50.139349,51.121989,49.471543
62,0.626263,3.191406,53.589781,51.869410,50.160348,51.145501,49.492327
62,0.626263,3.244596,53.625277,51.893299,50.179682,51.167132,49.511357
62,0.626263,3.297786,53.661367,51.917324,50.199043,51.188840,49.530408
62,0.626263,3.350976,53.698089,51.941495,50.218438,51.210633,49.549486
62,0.626263,3.404166,53.735489,51.965823,50.237871,51.232519,49.568598
62,0.626263,3.457356,53.773612,51.990318,50.257350,51.254505,49.587747
62,0.626263,3.510546,53.812508,52.014991,50.276878,51.276599,49.606940
62,0.626263,3.563736,53.848917,52.038437,50.295665,51.297714,49.625417
62,0.626263,3.616926,53.877861,52.058585,50.312561,51.316259,49.642073
62,0.626263,3.670117,53.907159,52.078812,50.329471,51.334847,49.658740
62,0.626263,3.723307,53.936830,52.099123,50.346400,51.353486,49.675422
62,0.626263,3.776497,53.966895,52.119524,50.363351,51.372178,49.692121
62,0.626263,3.829687,53.997379,52.140024,50.380328,51.390930,49.708843
62,0.626263,3.882877,54.028304,52.160626,50.397335,51.409746,49.725590
62,0.626263,3.936067,54.059697,52.181339,50.414376,51.428630,49.742366
62,0.626263,3.989257,54.090532,52.201646,50.431079,51.447146,49.758796
62,0.626263,4.042447,54.115949,52.219161,50.445734,51.463272,49.773159
62,0.626263,4.095637,54.141631,52.236729,50.460394,51.479426,49.787522
62,0.626263,4.148827,54.167592,52.254354,50.475062,51.495611,49.801889
62,0.626263,4.202017,54.193846,52.272040,50.489740,51.511830,49.816263
62,0.626263,4.255207,54.220408,52.289790,50.504430,51.528086,49.830644
62,0.626263,4.308398,54.247294,52.307609,50.519136,51.544382,49.845037
62,0.626263,4.361588,54.274520,52.325502,50.533860,51.560723,49.859442
62,0.626263,4.414778,54.302103,52.343472,50.548604,51.577110,49.873863
62,0.626263,4.467968,54.329818,52.361435,50.563318,51.593479,49.888253
62,0.626263,4.521158,54.346536,52.375398,50.575630,51.606698,49.900388
62,0.626263,4.574348,54.363316,52.389376,50.587937,51.619923,49.912515
62,0.626263,4.627538,54.380160,52.403372,50.600241,51.633154,49.924637
62,0.626263,4.680728,54.397073,52.417387,50.612542,51.646395,49.936755
62,0.626263,4.733918,54.414058,52.431425,50.624843,51.659648,49.948871
62,0.626263,4.787108,54.431119,52.445486,50.637145,51.672913,49.960985
62,0.626263,4.840298,54.448258,52.459573,50.649450,51.686193,49.973100
62,0.626263,4.893488,54.465481,52.473688,50.661759,51.699489,49.985217
62,0.626263,4.946679,54.482791,52.487834,50.674074,51.712804,49.997338
62,0.626263,4.999869,54.500191,52.502012,50.686396,51.726139,50.009464
62,0.626263,5.053059,54.520324,52.515744,50.697964,51.738818,50.020746
62,0.626263,5.106249,54.541402,52.529365,50.709310,51.751313,50.031778
62,0.626263,5.159439,54.562671,52.543016,50.720656,51.763822,50.042807
62,0.626263,5.212629,54.584141,52.556697,50.732004,51.776346,50.053834
62,0.626263,5.265819,54.605820,52.570411,50.743354,51.788887,50.064861
63,0.636364,0.000001,41.988432,42.263391,42.598262,42.370969,42.685188
63,0.636364,0.052661,45.249938,45.249561,45.142279,45.208722,44.850472
63,0.636364,0.105321,46.171532,46.119521,45.881758,46.034326,45.512236
63,0.636364,0.157981,46.763714,46.674573,46.335444,46.559387,45.857208
63,0.636364,0.210640,47.247429,47.122006,46.689709,46.981438,46.119324
63,0.636364,0.263300,47.657509,47.493140,46.976858,47.326876,46.344699
63,0.636364,0.315960,48.020723,47.814451,47.217415,47.620654,46.541663
63,0.636364,0.368620,48.323844,48.075935,47.403214,47.855129,46.698631
63,0.636364,0.421280,48.594541,48.305683,47.566048,48.058352,46.846709
63,0.636364,0.473940,48.844474,48.514980,47.713477,48.241145,46.992160
63,0.636364,0.526600,49.080157,48.709551,47.847624,48.409238,47.122196
63,0.636364,0.579260,49.308974,48.894367,47.973290,48.567152,47.249352
63,0.636364,0.631919,49.535024,49.070365,48.087242,48.715155,47.365536
63,0.636364,0.684579,49.736182,49.219772,48.183340,48.839916,47.466993
63,0.636364,0.737239,49.937364,49.363100,48.275293,48.958433,47.565929
63,0.636364,0.789899,50.141773,49.501914,48.364083,49.072050,47.663308
63,0.636364,0.842559,50.317819,49.622049,48.442037,49.171149,47.751010
63,0.636364,0.895219,50.503677,49.743643,48.518595,49.269986,47.837452
63,0.636364,0.947879,50.652237,49.845141,48.583597,49.353607,47.903001
63,0.636364,1.000538,50.813835,49.950523,48.648800,49.438957,47.968795
63,0.636364,1.053198,50.936904,50.037049,48.705997,49.510951,48.027402
63,0.636364,1.105858,51.068526,50.126289,48.763350,49.584168,48.086247
63,0.636364,1.158518,51.185546,50.206612,48.815551,49.650372,48.142105
63,0.636364,1.211178,51.298436,50.283698,48.865419,49.713738,48.196765
63,0.636364,1.263838,51.415998,50.362548,48.917283,49.778648,48.253786
63,0.636364,1.316498,51.512947,50.439205,48.988348,49.850542,48.331480
63,0.636364,1.369158,51.615031,50.518331,49.061308,49.924412,48.411757
63,0.636364,1.421817,51.718156,50.596642,49.131941,49.996950,48.488841
63,0.636364,1.474477,51.802261,50.659773,49.182699,50.054093,48.538535
63,0.636364,1.527137,51.890100,50.724380,49.234034,50.112238,48.588743
63,0.636364,1.579797,51.982294,50.790673,49.286045,50.171532,48.639559
63,0.636364,1.632457,52.055809,50.845815,49.330146,50.221489,48.682546
63,0.636364,1.685117,52.129414,50.900572,49.373674,50.270985,48.724923
63,0.636364,1.737777,52.205857,50.956416,49.417597,50.321211,48.767637
63,0.636364,1.790436,52.281122,51.010844,49.460318,50.370106,48.809279
63,0.636364,1.843096,52.344101,51.057360,49.497829,50.412403,48.846309
63,0.636364,1.895756,52.409017,51.104559,49.535569,50.455150,48.883547
63,0.636364,1.948416,52.476111,51.152521,49.573577,50.498406,48.921032
63,0.636364,2.001076,52.543867,51.200381,49.611327,50.541460,48.958285
63,0.636364,2.053736,52.599118,51.241236,49.644735,50.578753,48.991569
63,0.636364,2.106396,52.655819,51.282594,49.678317,50.616377,49.025023
63,0.636364,2.159056,52.714128,51.324507,49.712101,50.654372,49.058675
63,0.636364,2.211715,52.774220,51.367032,49.746117,50.692779,49.092553
63,0.636364,2.264375,52.831099,51.406778,49.777611,50.728568,49.123708
63,0.636364,2.317035,52.884027,51.443354,49.806316,50.761416,49.151854
63,0.636364,2.369695,52.938386,51.480341,49.835129,50.794515,49.180091
63,0.636364,2.422355,52.994320,51.517775,49.864069,50.827894,49.208436
63,0.636364,2.475015,53.051990,51.555698,49.893153,50.861578,49.236908
63,0.636364,2.527675,53.106869,51.592081,49.921544,50.894062,49.264961
63,0.636364,2.580334,53.152063,51.624000,49.948062,50.923195,49.291828
63,0.636364,2.632994,53.198247,51.656211,49.974688,50.952518,49.318813
63,0.636364,2.685654,53.245506,51.688740,50.001436,50.982050,49.345931
63,0.636364,2.738314,53.293936,51.721613,50.028320,51.011811,49.373196
63,0.636364,2.790974,53.343639,51.754856,50.055355,51.041819,49.400625
63,0.636364,2.843634,53.388530,51.785441,50.080243,51.069515,49.425684
63,0.636364,2.896294,53.427564,51.812954,50.102703,51.094567,49.448061
63,0.636364,2.948954,53.467312,51.840668,50.125219,51.119743,49.470493
63,0.636364,3.001613,53.507826,51.868597,50.147801,51.145056,49.492988
63,0.636364,3.054273,53.549164,51.896759,50.170457,51.170516,49.515556
63,0.636364,3.106933,53.591390,51.925170,50.193197,51.196138,49.538205
63,0.636364,3.159593,53.634571,51.953848,50.216028,51.221932,49.560943
63,0.636364,3.212253,53.670065,51.977899,50.235396,51.243723,49.580041
63,0.636364,3.264913,53.705674,52.001823,50.254600,51.265367,49.598960
63,0.636364,3.317573,53.741891,52.025891,50.273834,51.287096,49.617903
63,0.636364,3.370232,53.778758,52.050113,50.293104,51.308915,49.636876
63,0.636364,3.422892,53.816319,52.074498,50.312415,51.330833,49.655885
63,0.636364,3.475552,53.854621,52.099059,50.331773,51.352857,49.674934
63,0.636364,3.528212,53.893716,52.123806,50.351183,51.374996,49.694030
63,0.636364,3.580872,53.926540,52.145695,50.368961,51.394894,49.711553
63,0.636364,3.633532,53.955474,52.165825,50.385731,51.413413,49.728106
63,0.636364,3.686192,53.984767,52.186037,50.402518,51.431979,49.744671
63,0.636364,3.738852,54.014439,52.206338,50.419324,51.450598,49.761253
63,0.636364,3.791511,54.044513,52.226733,50.436154,51.469275,49.777855
63,0.636364,3.844171,54.075010,52.247230,50.453012,51.488014,49.794480
63,0.636364,3.896831,54.105956,52.267834,50.469900,51.506821,49.811132
63,0.636364,3.949491,54.137376,52.288552,50.486823,51.525700,49.827815
63,0.636364,4.002151,54.166543,52.308020,50.502813,51.543496,49.843551
63,0.636364,4.054811,54.191917,52.325510,50.517360,51.559597,49.857829
63,0.636364,4.107471,54.217559,52.343056,50.531913,51.575728,49.872109
63,0.636364,4.160131,54.243484,52.360660,50.546475,51.591891,49.886394
63,0.636364,4.212790,54.269704,52.378328,50.561048,51.608091,49.900686
63,0.636364,4.265450,54.296235,52.396063,50.575634,51.624331,49.914988
63,0.636364,4.318110,54.323093,52.413869,50.590236,51.640613,49.929302
63,0.636364,4.370770,54.350294,52.431751,50.604857,51.656942,49.943630
63,0.636364,4.423430,54.377856,52.449713,50.619499,51.673320,49.957974
63,0.636364,4.476090,54.403756,52.467021,50.633731,51.689172,49.971931
63,0.636364,4.528750,54.420282,52.480912,50.645944,51.702341,49.983986
63,0.636364,4.581409,54.436868,52.494819,50.658152,51.715517,49.996035
63,0.636364,4.634069,54.453517,52.508745,50.670356,51.728701,50.008078
63,0.636364,4.686729,54.470232,52.522691,50.682559,51.741896,50.020119
63,0.636364,4.739389,54.487018,52.536659,50.694763,51.755103,50.032157
63,0.636364,4.792049,54.503878,52.550653,50.706967,51.768324,50.044196
63,0.636364,4.844709,54.520815,52.564673,50.719175,51.781560,50.056235
63,0.636364,4.897369,54.537833,52.578722,50.731388,51.794814,50.068278
63,0.636364,4.950029,54.554935,52.592801,50.743606,51.808088,50.080324
63,0.636364,5.002688,54.572126,52.606914,50.755833,51.821383,50.092376
63,0.636364,5.055348,54.592377,52.620587,50.767265,51.833992,50.103537
63,0.636364,5.108008,54.613434,52.634187,50.778528,51.846465,50.114506
63,0.636364,5.160668,54.634685,52.647819,50.789792,51.858953,50.125473
63,0.636364,5.213328,54.656138,52.661482,50.801057,51.871458,50.136439
64,0.646465,0.000001,42.016451,42.289548,42.625909,42.397050,42.718293
64,0.646465,0.052138,45.270028,45.276745,45.171511,45.235187,44.896853
64,0.646465,0.104274,46.189798,46.149412,45.913542,46.063571,45.564504
64,0.646465,0.156411,46.779335,46.704474,46.370089,46.589278,45.915758
64,0.646465,0.208548,47.262707,47.153060,46.727794,47.012983,46.181236
64,0.646465,0.260685,47.671811,47.524901,47.016953,47.359774,46.408493
64,0.646465,0.312821,48.032650,47.846060,47.258849,47.654087,46.606924
64,0.646465,0.364958,48.338993,48.112210,47.448654,47.893175,46.766795
64,0.646465,0.417095,48.608777,48.343049,47.611773,48.097643,46.912493
64,0.646465,0.469231,48.858335,48.553939,47.760103,48.282080,47.059822
64,0.646465,0.521368,49.093463,48.749907,47.894296,48.451489,47.188657
64,0.646465,0.573505,49.322269,48.936908,48.021009,48.611451,47.316741
64,0.646465,0.625641,49.544827,49.112617,48.134569,48.759567,47.431842
64,0.646465,0.677778,49.747591,49.265416,48.232067,48.887215,47.533682
64,0.646465,0.729915,49.950759,49.412011,48.324573,49.008282,47.632240
64,0.646465,0.782052,50.151344,49.550448,48.412518,49.121828,47.728200
64,0.646465,0.834188,50.332530,49.674648,48.491708,49.223911,47.816364
64,0.646465,0.886325,50.519049,49.798052,48.568533,49.324174,47.903034
64,0.646465,0.938462,50.670614,49.902051,48.634391,49.409653,47.969894
64,0.646465,0.990598,50.829689,50.007569,48.699314,49.495213,48.034846
64,0.646465,1.042735,50.959883,50.098158,48.757675,49.569999,48.094231
64,0.646465,1.094872,51.089217,50.187336,48.814671,49.643257,48.152534
64,0.646465,1.147008,51.211535,50.271285,48.868172,49.712126,48.208910
64,0.646465,1.199145,51.322568,50.348365,48.917677,49.775628,48.263103
64,0.646465,1.251282,51.440700,50.427675,48.967288,49.840117,48.317653
64,0.646465,1.303419,51.540440,50.504381,49.034209,49.910285,48.390721
64,0.646465,1.355555,51.640797,50.582618,49.105736,49.983071,48.469170
64,0.646465,1.407692,51.746998,50.663629,49.179320,50.058041,48.550418
64,0.646465,1.459829,51.832489,50.728245,49.231908,50.116603,48.602638
64,0.646465,1.511965,51.918907,50.792387,49.282743,50.174277,48.652167
64,0.646465,1.564102,52.009483,50.858175,49.334224,50.233065,48.702263
64,0.646465,1.616239,52.089338,50.917163,49.380745,50.286104,48.747495
64,0.646465,1.668376,52.161839,50.971556,49.423899,50.335263,48.789419
64,0.646465,1.720512,52.237054,51.027011,49.467428,50.385133,48.831658
64,0.646465,1.772649,52.315368,51.083660,49.511394,50.435806,48.874270
64,0.646465,1.824786,52.379536,51.131129,49.549357,50.478859,48.911640
64,0.646465,1.876922,52.443530,51.178032,49.586767,50.521346,48.948534
64,0.646465,1.929059,52.509611,51.225681,49.624431,50.564329,48.985661
64,0.646465,1.981196,52.578040,51.274158,49.662390,50.607866,49.023060
64,0.646465,2.033332,52.636870,51.317089,49.696877,50.646816,49.057294
64,0.646465,2.085469,52.692765,51.358188,49.730148,50.684212,49.090428
64,0.646465,2.137606,52.750199,51.399830,49.763611,50.721969,49.123747
